Mês/Ano;Data;Hora;Estado;Tempo (h)
03/2023;10/03/2023;16:00;DESLOCAMENTO;0,6
03/2023;10/03/2023;16:00;PARADA;0,4
03/2023;10/03/2023;17:00;DESLOCAMENTO;0,6
03/2023;10/03/2023;17:00;TRABALHANDO;0,1
03/2023;12/03/2023;08:00;DESLOCAMENTO;0,4
03/2023;12/03/2023;08:00;MANOBRA;0,1
03/2023;12/03/2023;08:00;PARADA;0,2
03/2023;12/03/2023;08:00;TRABALHANDO;0,4
03/2023;12/03/2023;09:00;DESLOCAMENTO;0,5
03/2023;12/03/2023;09:00;PARADA;1,2
03/2023;12/03/2023;09:00;TRABALHANDO;0,2
03/2023;12/03/2023;10:00;DESLOCAMENTO;0,3
03/2023;12/03/2023;10:00;MANOBRA;0,1
03/2023;12/03/2023;10:00;PARADA;0,4
03/2023;12/03/2023;10:00;TRABALHANDO;0,6
03/2023;12/03/2023;11:00;DESLOCAMENTO;0,3
03/2023;12/03/2023;15:00;DESLOCAMENTO;0,2
03/2023;12/03/2023;15:00;PARADA;0,3
03/2023;12/03/2023;15:00;TRABALHANDO;0,2
03/2023;12/03/2023;16:00;DESLOCAMENTO;0,2
03/2023;12/03/2023;16:00;MANOBRA;0,1
03/2023;12/03/2023;16:00;PARADA;0,2
03/2023;12/03/2023;16:00;TRABALHANDO;1,4
03/2023;12/03/2023;17:00;DESLOCAMENTO;0,9
03/2023;12/03/2023;17:00;MANOBRA;0,1
03/2023;12/03/2023;17:00;PARADA;0,1
03/2023;12/03/2023;17:00;TRABALHANDO;0,2
03/2023;13/03/2023;13:00;DESLOCAMENTO;0,5
03/2023;13/03/2023;13:00;MANOBRA;0,1
03/2023;13/03/2023;13:00;PARADA;0,5
03/2023;13/03/2023;13:00;TRABALHANDO;0,4
03/2023;13/03/2023;14:00;DESLOCAMENTO;0,5
03/2023;13/03/2023;14:00;MANOBRA;0,2
03/2023;13/03/2023;14:00;PARADA;0,2
03/2023;13/03/2023;14:00;TRABALHANDO;0,9
03/2023;13/03/2023;15:00;DESLOCAMENTO;0,4
03/2023;13/03/2023;15:00;MANOBRA;0,1
03/2023;13/03/2023;15:00;PARADA;0,3
03/2023;13/03/2023;15:00;TRABALHANDO;0,5
03/2023;13/03/2023;16:00;DESLOCAMENTO;0,7
03/2023;13/03/2023;16:00;MANOBRA;0,1
03/2023;13/03/2023;16:00;PARADA;0,3
03/2023;13/03/2023;16:00;TRABALHANDO;0,8
03/2023;13/03/2023;17:00;DESLOCAMENTO;0,5
03/2023;13/03/2023;17:00;MANOBRA;0,1
03/2023;13/03/2023;17:00;PARADA;0,5
03/2023;13/03/2023;17:00;TRABALHANDO;0,9
03/2023;13/03/2023;18:00;DESLOCAMENTO;0,4
03/2023;13/03/2023;18:00;MANOBRA;0,1
03/2023;13/03/2023;18:00;PARADA;0,4
03/2023;13/03/2023;18:00;TRABALHANDO;1,1
03/2023;13/03/2023;19:00;DESLOCAMENTO;0,3
03/2023;13/03/2023;19:00;MANOBRA;0,1
03/2023;13/03/2023;19:00;PARADA;0,2
03/2023;13/03/2023;19:00;TRABALHANDO;0,8
03/2023;14/03/2023;08:00;DESLOCAMENTO;0,4
03/2023;14/03/2023;08:00;PARADA;1,0
03/2023;14/03/2023;09:00;PARADA;1,5
03/2023;14/03/2023;10:00;DESLOCAMENTO;0,3
03/2023;14/03/2023;10:00;PARADA;0,7
03/2023;14/03/2023;13:00;DESLOCAMENTO;0,4
03/2023;14/03/2023;13:00;PARADA;0,4
03/2023;14/03/2023;14:00;DESLOCAMENTO;0,6
03/2023;14/03/2023;14:00;MANOBRA;0,1
03/2023;14/03/2023;14:00;PARADA;0,8
03/2023;14/03/2023;14:00;TRABALHANDO;0,3
03/2023;14/03/2023;15:00;DESLOCAMENTO;0,3
03/2023;14/03/2023;15:00;MANOBRA;0,1
03/2023;14/03/2023;15:00;PARADA;0,3
03/2023;14/03/2023;15:00;TRABALHANDO;0,6
03/2023;14/03/2023;16:00;DESLOCAMENTO;0,2
03/2023;14/03/2023;16:00;MANOBRA;0,1
03/2023;14/03/2023;16:00;PARADA;0,2
03/2023;14/03/2023;16:00;TRABALHANDO;1,4
03/2023;14/03/2023;17:00;DESLOCAMENTO;0,2
03/2023;14/03/2023;17:00;MANOBRA;0,1
03/2023;14/03/2023;17:00;PARADA;0,3
03/2023;14/03/2023;17:00;TRABALHANDO;1,4
03/2023;14/03/2023;18:00;DESLOCAMENTO;0,4
03/2023;14/03/2023;18:00;MANOBRA;0,1
03/2023;14/03/2023;18:00;PARADA;0,5
03/2023;14/03/2023;18:00;TRABALHANDO;1,1
03/2023;14/03/2023;19:00;DESLOCAMENTO;0,7
03/2023;14/03/2023;19:00;PARADA;0,1
03/2023;14/03/2023;19:00;TRABALHANDO;0,2
03/2023;15/03/2023;07:00;DESLOCAMENTO;0,2
03/2023;15/03/2023;07:00;PARADA;0,4
03/2023;15/03/2023;08:00;DESLOCAMENTO;0,5
03/2023;15/03/2023;08:00;MANOBRA;0,1
03/2023;15/03/2023;08:00;PARADA;0,3
03/2023;15/03/2023;08:00;TRABALHANDO;0,9
03/2023;15/03/2023;09:00;DESLOCAMENTO;0,4
03/2023;15/03/2023;09:00;MANOBRA;0,1
03/2023;15/03/2023;09:00;PARADA;0,6
03/2023;15/03/2023;09:00;TRABALHANDO;0,9
03/2023;15/03/2023;10:00;DESLOCAMENTO;0,3
03/2023;15/03/2023;10:00;MANOBRA;0,2
03/2023;15/03/2023;10:00;PARADA;0,2
03/2023;15/03/2023;10:00;TRABALHANDO;1,2
03/2023;15/03/2023;12:00;DESLOCAMENTO;0,4
03/2023;15/03/2023;12:00;MANOBRA;0,1
03/2023;15/03/2023;12:00;PARADA;0,4
03/2023;15/03/2023;12:00;TRABALHANDO;0,7
03/2023;15/03/2023;13:00;DESLOCAMENTO;0,3
03/2023;15/03/2023;13:00;MANOBRA;0,2
03/2023;15/03/2023;13:00;PARADA;0,2
03/2023;15/03/2023;13:00;TRABALHANDO;1,3
03/2023;15/03/2023;14:00;DESLOCAMENTO;0,5
03/2023;15/03/2023;14:00;MANOBRA;0,1
03/2023;15/03/2023;14:00;PARADA;0,1
03/2023;15/03/2023;14:00;TRABALHANDO;1,2
03/2023;15/03/2023;15:00;DESLOCAMENTO;0,5
03/2023;15/03/2023;15:00;MANOBRA;0,1
03/2023;15/03/2023;15:00;PARADA;0,3
03/2023;15/03/2023;15:00;TRABALHANDO;1,0
03/2023;15/03/2023;16:00;DESLOCAMENTO;0,2
03/2023;15/03/2023;16:00;TRABALHANDO;0,3
03/2023;15/03/2023;18:00;DESLOCAMENTO;0,3
03/2023;15/03/2023;18:00;PARADA;0,2
03/2023;16/03/2023;05:00;DESLOCAMENTO;0,4
03/2023;16/03/2023;05:00;PARADA;0,2
03/2023;16/03/2023;06:00;DESLOCAMENTO;0,2
03/2023;16/03/2023;06:00;PARADA;0,6
03/2023;16/03/2023;07:00;DESLOCAMENTO;0,3
03/2023;16/03/2023;07:00;MANOBRA;0,1
03/2023;16/03/2023;07:00;PARADA;0,4
03/2023;16/03/2023;07:00;TRABALHANDO;1,2
03/2023;16/03/2023;08:00;DESLOCAMENTO;0,3
03/2023;16/03/2023;08:00;MANOBRA;0,1
03/2023;16/03/2023;08:00;PARADA;0,5
03/2023;16/03/2023;08:00;TRABALHANDO;1,1
03/2023;16/03/2023;09:00;DESLOCAMENTO;0,4
03/2023;16/03/2023;09:00;MANOBRA;0,1
03/2023;16/03/2023;09:00;PARADA;0,4
03/2023;16/03/2023;09:00;TRABALHANDO;1,1
03/2023;16/03/2023;10:00;DESLOCAMENTO;0,3
03/2023;16/03/2023;10:00;MANOBRA;0,1
03/2023;16/03/2023;10:00;PARADA;0,4
03/2023;16/03/2023;10:00;TRABALHANDO;1,1
03/2023;16/03/2023;11:00;DESLOCAMENTO;0,1
03/2023;16/03/2023;12:00;DESLOCAMENTO;0,2
03/2023;16/03/2023;13:00;PARADA;0,9
03/2023;16/03/2023;14:00;DESLOCAMENTO;0,3
03/2023;16/03/2023;14:00;PARADA;0,3
03/2023;16/03/2023;14:00;TRABALHANDO;0,6
03/2023;16/03/2023;15:00;DESLOCAMENTO;0,2
03/2023;16/03/2023;15:00;PARADA;1,0
03/2023;16/03/2023;16:00;DESLOCAMENTO;0,3
03/2023;16/03/2023;16:00;PARADA;0,1
03/2023;17/03/2023;07:00;DESLOCAMENTO;0,3
03/2023;17/03/2023;07:00;PARADA;0,6
03/2023;17/03/2023;08:00;DESLOCAMENTO;0,2
03/2023;17/03/2023;08:00;MANOBRA;0,1
03/2023;17/03/2023;08:00;PARADA;0,3
03/2023;17/03/2023;08:00;TRABALHANDO;1,2
03/2023;17/03/2023;09:00;DESLOCAMENTO;0,4
03/2023;17/03/2023;09:00;MANOBRA;0,2
03/2023;17/03/2023;09:00;PARADA;0,3
03/2023;17/03/2023;09:00;TRABALHANDO;1,2
03/2023;17/03/2023;10:00;DESLOCAMENTO;0,3
03/2023;17/03/2023;10:00;MANOBRA;0,2
03/2023;17/03/2023;10:00;PARADA;0,2
03/2023;17/03/2023;10:00;TRABALHANDO;1,3
03/2023;17/03/2023;11:00;DESLOCAMENTO;0,1
03/2023;17/03/2023;12:00;DESLOCAMENTO;0,2
03/2023;17/03/2023;12:00;MANOBRA;0,1
03/2023;17/03/2023;12:00;PARADA;0,3
03/2023;17/03/2023;12:00;TRABALHANDO;1,0
03/2023;17/03/2023;13:00;DESLOCAMENTO;0,4
03/2023;17/03/2023;13:00;MANOBRA;0,1
03/2023;17/03/2023;13:00;PARADA;0,3
03/2023;17/03/2023;13:00;TRABALHANDO;1,2
03/2023;17/03/2023;14:00;DESLOCAMENTO;0,4
03/2023;17/03/2023;14:00;MANOBRA;0,1
03/2023;17/03/2023;14:00;PARADA;0,7
03/2023;17/03/2023;14:00;TRABALHANDO;0,7
03/2023;17/03/2023;15:00;DESLOCAMENTO;0,5
03/2023;17/03/2023;15:00;MANOBRA;0,1
03/2023;17/03/2023;15:00;PARADA;0,4
03/2023;17/03/2023;15:00;TRABALHANDO;0,8
03/2023;17/03/2023;16:00;DESLOCAMENTO;0,7
03/2023;17/03/2023;16:00;MANOBRA;0,2
03/2023;17/03/2023;16:00;PARADA;0,3
03/2023;17/03/2023;16:00;TRABALHANDO;0,9
03/2023;17/03/2023;17:00;DESLOCAMENTO;0,4
03/2023;17/03/2023;17:00;MANOBRA;0,1
03/2023;17/03/2023;17:00;PARADA;0,3
03/2023;17/03/2023;17:00;TRABALHANDO;1,1
03/2023;17/03/2023;18:00;DESLOCAMENTO;0,5
03/2023;17/03/2023;18:00;MANOBRA;0,1
03/2023;17/03/2023;18:00;PARADA;0,3
03/2023;17/03/2023;18:00;TRABALHANDO;0,5
03/2023;18/03/2023;13:00;DESLOCAMENTO;0,3
03/2023;18/03/2023;13:00;PARADA;0,2
03/2023;18/03/2023;13:00;TRABALHANDO;0,2
03/2023;18/03/2023;14:00;DESLOCAMENTO;0,2
03/2023;18/03/2023;14:00;PARADA;0,2
03/2023;18/03/2023;14:00;TRABALHANDO;0,4
03/2023;18/03/2023;15:00;DESLOCAMENTO;0,1
03/2023;18/03/2023;16:00;DESLOCAMENTO;0,3
03/2023;18/03/2023;16:00;MANOBRA;0,1
03/2023;18/03/2023;16:00;PARADA;0,3
03/2023;18/03/2023;16:00;TRABALHANDO;0,9
03/2023;18/03/2023;17:00;DESLOCAMENTO;0,5
03/2023;18/03/2023;17:00;MANOBRA;0,1
03/2023;18/03/2023;17:00;PARADA;0,7
03/2023;18/03/2023;17:00;TRABALHANDO;0,7
03/2023;18/03/2023;18:00;DESLOCAMENTO;0,4
03/2023;18/03/2023;18:00;PARADA;1,0
03/2023;19/03/2023;06:00;DESLOCAMENTO;0,4
03/2023;19/03/2023;06:00;PARADA;0,2
03/2023;19/03/2023;07:00;DESLOCAMENTO;0,4
03/2023;19/03/2023;07:00;MANOBRA;0,3
03/2023;19/03/2023;07:00;PARADA;0,2
03/2023;19/03/2023;07:00;TRABALHANDO;1,1
03/2023;19/03/2023;08:00;DESLOCAMENTO;0,9
03/2023;19/03/2023;08:00;MANOBRA;0,2
03/2023;19/03/2023;08:00;PARADA;0,3
03/2023;19/03/2023;08:00;TRABALHANDO;0,6
03/2023;19/03/2023;09:00;DESLOCAMENTO;0,6
03/2023;19/03/2023;09:00;MANOBRA;0,2
03/2023;19/03/2023;09:00;PARADA;0,1
03/2023;19/03/2023;09:00;TRABALHANDO;0,8
03/2023;19/03/2023;10:00;DESLOCAMENTO;0,3
03/2023;19/03/2023;10:00;MANOBRA;0,1
03/2023;19/03/2023;10:00;PARADA;0,3
03/2023;19/03/2023;10:00;TRABALHANDO;0,7
03/2023;19/03/2023;11:00;DESLOCAMENTO;0,1
03/2023;19/03/2023;11:00;PARADA;1,0
03/2023;19/03/2023;11:00;TRABALHANDO;0,1
03/2023;19/03/2023;12:00;PARADA;1,0
03/2023;19/03/2023;13:00;PARADA;0,8
03/2023;19/03/2023;14:00;DESLOCAMENTO;1,1
03/2023;19/03/2023;14:00;PARADA;0,2
03/2023;20/03/2023;08:00;DESLOCAMENTO;0,1
03/2023;21/03/2023;08:00;DESLOCAMENTO;0,1
03/2023;21/03/2023;08:00;PARADA;0,5
03/2023;21/03/2023;09:00;PARADA;0,4
03/2023;21/03/2023;15:00;DESLOCAMENTO;0,3
03/2023;21/03/2023;15:00;PARADA;1,0
03/2023;21/03/2023;16:00;DESLOCAMENTO;0,8
03/2023;21/03/2023;16:00;MANOBRA;0,2
03/2023;21/03/2023;16:00;PARADA;0,2
03/2023;21/03/2023;16:00;TRABALHANDO;0,7
03/2023;21/03/2023;17:00;DESLOCAMENTO;0,3
03/2023;21/03/2023;17:00;MANOBRA;0,2
03/2023;21/03/2023;17:00;PARADA;0,8
03/2023;21/03/2023;17:00;TRABALHANDO;0,7
03/2023;21/03/2023;18:00;DESLOCAMENTO;0,4
03/2023;21/03/2023;18:00;MANOBRA;0,3
03/2023;21/03/2023;18:00;PARADA;0,2
03/2023;21/03/2023;18:00;TRABALHANDO;1,1
03/2023;21/03/2023;19:00;DESLOCAMENTO;0,7
03/2023;21/03/2023;19:00;MANOBRA;0,1
03/2023;21/03/2023;19:00;PARADA;0,4
03/2023;21/03/2023;19:00;TRABALHANDO;0,6
03/2023;21/03/2023;20:00;DESLOCAMENTO;0,2
03/2023;22/03/2023;05:00;DESLOCAMENTO;0,2
03/2023;22/03/2023;05:00;PARADA;0,7
03/2023;22/03/2023;06:00;DESLOCAMENTO;1,1
03/2023;22/03/2023;06:00;MANOBRA;0,1
03/2023;22/03/2023;06:00;PARADA;0,3
03/2023;22/03/2023;06:00;TRABALHANDO;0,5
03/2023;22/03/2023;07:00;DESLOCAMENTO;0,2
03/2023;22/03/2023;07:00;MANOBRA;0,2
03/2023;22/03/2023;07:00;TRABALHANDO;0,8
03/2023;22/03/2023;08:00;DESLOCAMENTO;0,2
03/2023;22/03/2023;08:00;PARADA;0,3
03/2023;22/03/2023;08:00;TRABALHANDO;0,2
03/2023;22/03/2023;09:00;DESLOCAMENTO;0,4
03/2023;22/03/2023;09:00;MANOBRA;0,3
03/2023;22/03/2023;09:00;PARADA;0,1
03/2023;22/03/2023;09:00;TRABALHANDO;1,2
03/2023;22/03/2023;10:00;DESLOCAMENTO;0,7
03/2023;22/03/2023;10:00;MANOBRA;0,2
03/2023;22/03/2023;10:00;PARADA;0,2
03/2023;22/03/2023;10:00;TRABALHANDO;0,8
03/2023;22/03/2023;11:00;DESLOCAMENTO;0,7
03/2023;22/03/2023;11:00;TRABALHANDO;0,2
03/2023;22/03/2023;12:00;DESLOCAMENTO;0,1
03/2023;22/03/2023;12:00;PARADA;0,3
03/2023;22/03/2023;13:00;DESLOCAMENTO;0,5
03/2023;22/03/2023;13:00;MANOBRA;0,1
03/2023;22/03/2023;13:00;PARADA;0,6
03/2023;22/03/2023;13:00;TRABALHANDO;0,4
03/2023;22/03/2023;14:00;DESLOCAMENTO;0,3
03/2023;22/03/2023;14:00;PARADA;0,6
03/2023;22/03/2023;14:00;TRABALHANDO;0,3
03/2023;22/03/2023;15:00;DESLOCAMENTO;0,3
03/2023;22/03/2023;15:00;MANOBRA;0,1
03/2023;22/03/2023;15:00;PARADA;0,8
03/2023;22/03/2023;15:00;TRABALHANDO;0,6
03/2023;22/03/2023;16:00;DESLOCAMENTO;0,5
03/2023;22/03/2023;16:00;MANOBRA;0,1
03/2023;22/03/2023;16:00;PARADA;0,3
03/2023;22/03/2023;16:00;TRABALHANDO;0,9
03/2023;22/03/2023;17:00;DESLOCAMENTO;0,5
03/2023;22/03/2023;17:00;MANOBRA;0,2
03/2023;22/03/2023;17:00;PARADA;0,3
03/2023;22/03/2023;17:00;TRABALHANDO;1,0
03/2023;22/03/2023;18:00;DESLOCAMENTO;0,4
03/2023;22/03/2023;18:00;MANOBRA;0,2
03/2023;22/03/2023;18:00;PARADA;0,2
03/2023;22/03/2023;18:00;TRABALHANDO;1,3
03/2023;22/03/2023;19:00;DESLOCAMENTO;0,3
03/2023;22/03/2023;19:00;MANOBRA;0,1
03/2023;22/03/2023;19:00;PARADA;0,2
03/2023;22/03/2023;19:00;TRABALHANDO;0,2
03/2023;23/03/2023;06:00;DESLOCAMENTO;0,8
03/2023;23/03/2023;06:00;PARADA;0,1
03/2023;23/03/2023;07:00;PARADA;0,5
03/2023;23/03/2023;08:00;DESLOCAMENTO;0,1
03/2023;23/03/2023;08:00;MANOBRA;0,1
03/2023;23/03/2023;08:00;PARADA;0,6
03/2023;23/03/2023;08:00;TRABALHANDO;0,7
03/2023;23/03/2023;09:00;DESLOCAMENTO;0,2
03/2023;23/03/2023;09:00;MANOBRA;0,2
03/2023;23/03/2023;09:00;PARADA;0,8
03/2023;23/03/2023;09:00;TRABALHANDO;0,8
03/2023;23/03/2023;10:00;DESLOCAMENTO;0,4
03/2023;23/03/2023;10:00;PARADA;1,1
03/2023;23/03/2023;10:00;TRABALHANDO;0,1
03/2023;23/03/2023;11:00;DESLOCAMENTO;0,1
03/2023;23/03/2023;11:00;PARADA;0,1
03/2023;23/03/2023;12:00;DESLOCAMENTO;0,1
03/2023;23/03/2023;12:00;PARADA;0,3
03/2023;23/03/2023;13:00;DESLOCAMENTO;0,1
03/2023;23/03/2023;13:00;PARADA;0,2
03/2023;23/03/2023;14:00;DESLOCAMENTO;0,4
03/2023;23/03/2023;14:00;PARADA;0,1
03/2023;23/03/2023;14:00;TRABALHANDO;0,1
03/2023;23/03/2023;15:00;DESLOCAMENTO;0,3
03/2023;23/03/2023;15:00;MANOBRA;0,1
03/2023;23/03/2023;15:00;PARADA;0,5
03/2023;23/03/2023;15:00;TRABALHANDO;1,1
03/2023;23/03/2023;16:00;DESLOCAMENTO;0,2
03/2023;23/03/2023;16:00;MANOBRA;0,2
03/2023;23/03/2023;16:00;PARADA;0,3
03/2023;23/03/2023;16:00;TRABALHANDO;1,0
03/2023;23/03/2023;17:00;DESLOCAMENTO;0,4
03/2023;23/03/2023;17:00;MANOBRA;0,2
03/2023;23/03/2023;17:00;PARADA;0,4
03/2023;23/03/2023;17:00;TRABALHANDO;1,1
03/2023;23/03/2023;18:00;DESLOCAMENTO;0,3
03/2023;24/03/2023;07:00;DESLOCAMENTO;0,5
03/2023;24/03/2023;08:00;DESLOCAMENTO;0,4
03/2023;24/03/2023;08:00;MANOBRA;0,2
03/2023;24/03/2023;08:00;PARADA;0,3
03/2023;24/03/2023;08:00;TRABALHANDO;1,1
03/2023;24/03/2023;09:00;DESLOCAMENTO;0,5
03/2023;24/03/2023;09:00;MANOBRA;0,1
03/2023;24/03/2023;09:00;PARADA;0,3
03/2023;24/03/2023;09:00;TRABALHANDO;0,2
03/2023;24/03/2023;10:00;MANOBRA;0,1
03/2023;24/03/2023;10:00;TRABALHANDO;0,6
03/2023;24/03/2023;11:00;DESLOCAMENTO;0,2
03/2023;24/03/2023;12:00;DESLOCAMENTO;0,2
03/2023;24/03/2023;13:00;DESLOCAMENTO;0,3
03/2023;24/03/2023;13:00;PARADA;0,2
03/2023;24/03/2023;13:00;TRABALHANDO;0,2
03/2023;24/03/2023;14:00;DESLOCAMENTO;0,1
03/2023;24/03/2023;14:00;PARADA;0,2
03/2023;24/03/2023;15:00;DESLOCAMENTO;0,3
03/2023;24/03/2023;16:00;DESLOCAMENTO;0,2
03/2023;25/03/2023;07:00;DESLOCAMENTO;0,5
03/2023;25/03/2023;07:00;PARADA;0,8
03/2023;25/03/2023;07:00;TRABALHANDO;0,1
03/2023;25/03/2023;08:00;DESLOCAMENTO;0,5
03/2023;25/03/2023;08:00;MANOBRA;0,1
03/2023;25/03/2023;08:00;PARADA;0,1
03/2023;25/03/2023;08:00;TRABALHANDO;1,0
03/2023;25/03/2023;10:00;DESLOCAMENTO;0,1
03/2023;25/03/2023;10:00;PARADA;1,2
03/2023;25/03/2023;11:00;DESLOCAMENTO;0,1
03/2023;25/03/2023;11:00;PARADA;0,2
03/2023;25/03/2023;12:00;DESLOCAMENTO;0,4
03/2023;25/03/2023;12:00;PARADA;0,3
03/2023;25/03/2023;12:00;TRABALHANDO;0,2
03/2023;25/03/2023;13:00;DESLOCAMENTO;0,3
03/2023;25/03/2023;13:00;PARADA;0,1
03/2023;25/03/2023;13:00;TRABALHANDO;0,5
03/2023;25/03/2023;14:00;DESLOCAMENTO;0,1
03/2023;27/03/2023;14:00;DESLOCAMENTO;0,1
03/2023;27/03/2023;17:00;DESLOCAMENTO;0,3
03/2023;27/03/2023;17:00;MANOBRA;0,1
03/2023;27/03/2023;17:00;PARADA;0,8
03/2023;27/03/2023;17:00;TRABALHANDO;0,3
03/2023;27/03/2023;18:00;DESLOCAMENTO;0,5
03/2023;27/03/2023;18:00;MANOBRA;0,2
03/2023;27/03/2023;18:00;PARADA;0,2
03/2023;27/03/2023;18:00;TRABALHANDO;1,1
03/2023;27/03/2023;19:00;DESLOCAMENTO;0,5
03/2023;27/03/2023;19:00;MANOBRA;0,1
03/2023;27/03/2023;19:00;PARADA;0,2
03/2023;27/03/2023;19:00;TRABALHANDO;1,0
03/2023;27/03/2023;20:00;DESLOCAMENTO;0,1
03/2023;28/03/2023;05:00;DESLOCAMENTO;0,2
03/2023;28/03/2023;05:00;PARADA;0,5
03/2023;28/03/2023;06:00;DESLOCAMENTO;0,5
03/2023;28/03/2023;06:00;PARADA;0,4
03/2023;28/03/2023;06:00;TRABALHANDO;0,7
03/2023;28/03/2023;07:00;DESLOCAMENTO;0,3
03/2023;28/03/2023;07:00;MANOBRA;0,1
03/2023;28/03/2023;07:00;PARADA;0,4
03/2023;28/03/2023;07:00;TRABALHANDO;1,2
03/2023;28/03/2023;08:00;DESLOCAMENTO;0,3
03/2023;28/03/2023;08:00;MANOBRA;0,1
03/2023;28/03/2023;08:00;PARADA;0,3
03/2023;28/03/2023;08:00;TRABALHANDO;0,8
03/2023;28/03/2023;09:00;DESLOCAMENTO;0,3
03/2023;28/03/2023;09:00;MANOBRA;0,3
03/2023;28/03/2023;09:00;PARADA;0,1
03/2023;28/03/2023;09:00;TRABALHANDO;1,2
03/2023;28/03/2023;10:00;DESLOCAMENTO;0,3
03/2023;28/03/2023;10:00;MANOBRA;0,1
03/2023;28/03/2023;10:00;PARADA;0,1
03/2023;28/03/2023;10:00;TRABALHANDO;0,8
03/2023;28/03/2023;11:00;PARADA;1,1
03/2023;28/03/2023;12:00;DESLOCAMENTO;0,2
03/2023;28/03/2023;12:00;MANOBRA;0,1
03/2023;28/03/2023;12:00;PARADA;0,8
03/2023;28/03/2023;12:00;TRABALHANDO;0,7
03/2023;28/03/2023;13:00;DESLOCAMENTO;0,4
03/2023;28/03/2023;13:00;MANOBRA;0,1
03/2023;28/03/2023;13:00;PARADA;0,6
03/2023;28/03/2023;13:00;TRABALHANDO;0,4
03/2023;28/03/2023;14:00;DESLOCAMENTO;0,3
03/2023;28/03/2023;14:00;MANOBRA;0,1
03/2023;28/03/2023;14:00;PARADA;0,9
03/2023;28/03/2023;14:00;TRABALHANDO;0,4
03/2023;28/03/2023;15:00;DESLOCAMENTO;0,3
03/2023;28/03/2023;15:00;MANOBRA;0,1
03/2023;28/03/2023;15:00;PARADA;1,4
03/2023;28/03/2023;15:00;TRABALHANDO;0,4
03/2023;28/03/2023;16:00;DESLOCAMENTO;0,5
03/2023;28/03/2023;16:00;MANOBRA;0,1
03/2023;28/03/2023;16:00;PARADA;0,6
03/2023;28/03/2023;16:00;TRABALHANDO;0,6
03/2023;28/03/2023;17:00;DESLOCAMENTO;0,3
03/2023;28/03/2023;17:00;MANOBRA;0,1
03/2023;28/03/2023;17:00;PARADA;0,6
03/2023;28/03/2023;17:00;TRABALHANDO;1,1
03/2023;28/03/2023;18:00;DESLOCAMENTO;0,7
03/2023;28/03/2023;18:00;MANOBRA;0,1
03/2023;28/03/2023;18:00;PARADA;0,2
03/2023;28/03/2023;18:00;TRABALHANDO;0,7
03/2023;29/03/2023;05:00;DESLOCAMENTO;0,7
03/2023;29/03/2023;05:00;PARADA;0,2
03/2023;29/03/2023;05:00;TRABALHANDO;0,3
03/2023;29/03/2023;06:00;DESLOCAMENTO;0,3
03/2023;29/03/2023;06:00;MANOBRA;0,2
03/2023;29/03/2023;06:00;PARADA;0,6
03/2023;29/03/2023;06:00;TRABALHANDO;1,0
03/2023;29/03/2023;07:00;DESLOCAMENTO;0,6
03/2023;29/03/2023;07:00;MANOBRA;0,1
03/2023;29/03/2023;07:00;PARADA;0,3
03/2023;29/03/2023;07:00;TRABALHANDO;0,8
03/2023;29/03/2023;08:00;DESLOCAMENTO;0,5
03/2023;29/03/2023;08:00;MANOBRA;0,1
03/2023;29/03/2023;08:00;PARADA;0,2
03/2023;29/03/2023;08:00;TRABALHANDO;1,2
03/2023;29/03/2023;09:00;DESLOCAMENTO;0,6
03/2023;29/03/2023;09:00;MANOBRA;0,1
03/2023;29/03/2023;09:00;PARADA;0,3
03/2023;29/03/2023;09:00;TRABALHANDO;1,0
03/2023;29/03/2023;10:00;DESLOCAMENTO;0,5
03/2023;29/03/2023;10:00;PARADA;0,2
03/2023;29/03/2023;10:00;TRABALHANDO;0,3
03/2023;29/03/2023;12:00;DESLOCAMENTO;0,2
03/2023;29/03/2023;13:00;DESLOCAMENTO;0,5
03/2023;29/03/2023;13:00;PARADA;0,4
03/2023;29/03/2023;13:00;TRABALHANDO;0,7
03/2023;29/03/2023;14:00;DESLOCAMENTO;0,3
03/2023;29/03/2023;14:00;MANOBRA;0,1
03/2023;29/03/2023;14:00;PARADA;0,6
03/2023;29/03/2023;14:00;TRABALHANDO;1,0
03/2023;29/03/2023;15:00;DESLOCAMENTO;0,2
03/2023;29/03/2023;15:00;MANOBRA;0,1
03/2023;29/03/2023;15:00;PARADA;0,3
03/2023;29/03/2023;15:00;TRABALHANDO;1,4
03/2023;29/03/2023;16:00;DESLOCAMENTO;0,7
03/2023;29/03/2023;16:00;TRABALHANDO;0,1
03/2023;29/03/2023;17:00;DESLOCAMENTO;0,2
03/2023;29/03/2023;17:00;MANOBRA;0,1
03/2023;29/03/2023;17:00;PARADA;0,5
03/2023;29/03/2023;17:00;TRABALHANDO;0,9
03/2023;29/03/2023;18:00;DESLOCAMENTO;0,4
03/2023;29/03/2023;18:00;MANOBRA;0,1
03/2023;29/03/2023;18:00;PARADA;0,7
03/2023;29/03/2023;18:00;TRABALHANDO;0,9
03/2023;29/03/2023;19:00;DESLOCAMENTO;0,3
03/2023;29/03/2023;19:00;PARADA;0,1
03/2023;29/03/2023;19:00;TRABALHANDO;0,4
03/2023;30/03/2023;05:00;DESLOCAMENTO;0,2
03/2023;30/03/2023;05:00;PARADA;0,6
03/2023;30/03/2023;06:00;DESLOCAMENTO;0,4
